Firm*,First Name*,Last Name*,Email Address*,Preferred Language*,Default Module,User ID*,SecureZone ID,OSS User ID,CR2 User ID,SSO User ID,Role*,Firm Level Access*,RR Code Assignment,Module Overrides,Features
ACUME,Manon,Piché,mpiche@givernycapital.com,FR,firm_client_accounts,manon.piche.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Manon,Piché,mpiche@givernycapital10.com,FR,firm_client_accounts,manon.piche2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Manon,Piché,mpiche@givernycapital1.com,FR,firm_client_accounts,manon.piche1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marc Émile,Séguin,mseguin@givernycapital10.com,FR,firm_client_accounts,marcemile.seguin2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marc Émile,Séguin,mseguin@givernycapital1.com,FR,firm_client_accounts,marcemile.seguin1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marc Émile,Séguin,mseguin@givernycapital.com,FR,firm_client_accounts,marcemile.seguin.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marie-Josée,Ortega,mjortega@triasima10.com,FR,firm_client_accounts,mariejosee.ortega2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marie-Josée,Ortega,mjortega@triasima.com,FR,firm_client_accounts,mariejosee.ortega.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marie-Josée,Ortega,mjortega@triasima1.com,FR,firm_client_accounts,mariejosee.ortega1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marjorie,Hébert,marjorie.hebert@rgpinv.com,FR,firm_client_accounts,marjorie.hebert.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marjorie,Hébert,marjorie.hebert10@rgpinv.com,FR,firm_client_accounts,marjorie.hebert2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Marjorie,Hébert,marjorie.hebert1@rgpinv.com,FR,firm_client_accounts,marjorie.hebert1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Mathieu,Poulin-Brière,mpoulinbriere@nymbus10.ca,FR,firm_client_accounts,mathieu.poulinbriere2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Mathieu,Poulin-Brière,mpoulinbriere@nymbus.ca,FR,firm_client_accounts,mathieu.poulinbriere.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Mathieu,Poulin-Brière,mpoulinbriere@nymbus1.ca,FR,firm_client_accounts,mathieu.poulinbriere1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Oumarou,Compaoré,oumarou.compaore@mirabaud1.ca,FR,firm_client_accounts,oumarou.compaore1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Oumarou,Compaoré,oumarou.compaore@mirabaud10.ca,FR,firm_client_accounts,oumarou.compaore2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Oumarou,Compaoré,oumarou.compaore@mirabaud.ca,FR,firm_client_accounts,oumarou.compaore.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Pascal,Bossé,bossep@cote1001.com,FR,firm_client_accounts,pascal.bosse1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Pascal,Bossé,bossep@cote10010.com,FR,firm_client_accounts,pascal.bosse2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Pascal,Bossé,bossep@cote100.com,FR,firm_client_accounts,pascal.bosse.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,R2,sync,testr2@nbc.ca,EN,firm_client_accounts,r2.sync.uat,test,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,sdfsfasd,sfdsdfsd,asdasfsdf@gmail.com,EN,firm_client_accounts,sdfsfasd.sfdsdfsd.uat,NBINIA,ProxyH,FUM2024530173944.TEST,,ManageOrders_V1.17,FALSE,,"paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
ACUME,suzi,kim,suxi.kim@test.com,EN,firm_client_accounts,jean.smith.uat,NBINIA,,,,ManageServiceRequests_V1.17,FALSE,AJAA-AJ99,"orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test,acumenR2sync,test12@nbc.ca,EN,firm_client_accounts,test.acumenr2sync,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test,r2sync3,test5@nbc.ca,EN,firm_client_accounts,test.r2sync3.uat,test,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test,test55,test55f@nbc.ca,EN,firm_client_accounts,test.test55.uat,test,ProxyH,test.test30,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test,test67,test67@nbc.ca,EN,firm_client_accounts,test.test67.uat,test,ProxyH,,,AdminAllButNotTrade_V1.17,FALSE,CAAA-CAAA,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test,user3,test.user3@nbc.ca,EN,firm_client_accounts,test.user3.uat,NBINIA,ProxyH,,,AdminServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test,userthree,testuserthree@nbc.ca,EN,firm_client_accounts,test.userthree.uat,NBINIA,ProxyH,,,AdminServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Test,Acumen,test@acumen.ca,EN,firm_client_accounts,test.acumen,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test1,acumen,test33@nbc.com,EN,firm_client_accounts,test1.acumen,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test33,acumen,test333@nbc.ca,EN,firm_client_accounts,test33.acumen,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test4,test4,test12345u@nbc.ca,EN,firm_client_accounts,test4.test43,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test4,test4,test123455@nbc.ca,EN,firm_client_accounts,test4.test4,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test4,test4,test123456g@nbc.ca,EN,firm_client_accounts,test4.test42,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test44,acumen,test123456@nbc.ca,EN,firm_client_accounts,test44.acumen,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,test5,acumen,test12345t@nbc.ca,EN,firm_client_accounts,test5.acumen,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Testing,FUm451668,bulk.upload4dsfasdsad@gmail.com,EN,firm_client_accounts,testing.fum451668.uat,,,,,AdminAll_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
ACUME,Testing,FUm451668,bulk.upload4@gmail.com,EN,firm_client_accounts,testing.fum4516681.uat,,,,,ManageAccountsAndProfiles_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,testw,test,ankitkumar.patel@nbc.ca,EN,firm_client_accounts,testw.test.uat,,,,,Legacy-AdminAll,TRUE,"AJAA-AJ99, CAAA-CA99",,
ACUME,Tim3,Hor3,tim3.hor3@test.com,EN,firm_client_accounts,CXtestsx2.uat2.uat,NBINIA,,CXtestsx2.uat2,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Tim4,Hor4,tim4.hor4@test.com,FR,firm_client_accounts,tim4.hor4.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,traderuat,acumen,traderuat12@nbc.ca,EN,firm_client_accounts,traderuat.acumen,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,uat.jul21,2023,uat.jul21@nbc.ca,EN,firm_client_accounts,uat.jul21.2023,uat.jul21,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,ug,test2,ug.test2@nbc.ca,EN,firm_client_accounts,ug.test2.uat,ug.test2,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Véronique,Matte,veronique.matte@globevestcapital1.com,FR,firm_client_accounts,veronique.matte1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Véronique,Matte,veronique.matte@globevestcapital.com,FR,firm_client_accounts,veronique.matte.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Véronique,Matte,veronique.matte@globevestcapital10.com,FR,firm_client_accounts,veronique.matte2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,William,Guité,william.guite@harris-bolduc1.com,FR,firm_client_accounts,william.guite1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,William,Guité,william.guite@harris-bolduc.com,FR,firm_client_accounts,william.guite.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,William,Guité,william.guite@harris-bolduc10.com,FR,firm_client_accounts,william.guite2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Zak,Wauchope,zwauchope1@ning.com,EN,firm_client_accounts,zak.wauchope4.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Zak,Wauchope,zwauchope1@ning.com,EN,firm_client_accounts,zak.wauchope2.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Zak,Wauchope,zwauchope1@ning.com,EN,firm_client_accounts,zak.wauchope3.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Zak,Wauchope,zwauchope1@ning.com,EN,firm_client_accounts,zak.wauchope1.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ACUME,Zak,Wauchope,zwauchope1@ning.com,EN,firm_client_accounts,zak.wauchope.uat,NBINIA,,,,ManageServiceRequests_V1.17,TRUE,"AJAA-AJ99, CAAA-CA99","orders_module,soma_servicing,paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
AIMI,Jane,Doe,benjamin.lovegrove@nbc.ca,EN,firm_client_accounts,jane.doe2.uat,,21355436,,,ViewOnlyNonConfidentialProfile,FALSE,E9AA-E999,"orders_module,soma_servicing,questionnaire_applications,firm_client_accounts,compass_r2",
AIMI,Katrina,UATAIMI,katrina.astrologo@nbc.ca,EN,firm_client_accounts,katrina.uataimi.uat,,,Katrina.UATAIMI,,ManageServiceRequests_V1.17,FALSE,,,
ALIGN,Align,Uat1,align.uat1@nbc.ca,EN,firm_client_accounts,align.uat1,align.ut1,ProxyH,UAT.ColliersTest4,,Legacy-ConfigurePlatform,TRUE,NTAA-NT99,,
ALIGN,atesh,test2,atesh.test2@align.ca,FR,firm_client_accounts,atesh.test21.uat,,null,usergroup.test3,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Atesh,TheDude,ateshduderino@nbc.ca,EN,firm_client_accounts,atesh.thedude.uat,,null,TestFum14930.QA14930,,ManageFirmAndUser_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,atesh123,test,atesh.test@align.ca,FR,firm_client_accounts,atesh.test2.uat,,ProxyH,usergroup.test2,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1004,bulktestinguser1004@gmail.com,EN,firm_client_accounts,TestFum13827.QA13827.uat,SZ1,,TestFum13827.QA13827,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1009,bulktestinguser1009@gmail.com,EN,firm_client_accounts,TestFum36620.QA36620.uat,SZ1,,TestFum36620.QA36620,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1014,bulktestinguser1014@gmail.com,EN,firm_client_accounts,TestFum27725.QA27725.uat,SZ1,,TestFum27725.QA27725,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1019,bulktestinguser1019@gmail.com,EN,firm_client_accounts,TestFum35176.QA35176.uat,SZ1,,TestFum35176.QA35176,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1024,bulktestinguser1024@gmail.com,EN,firm_client_accounts,TestFum90417.QA90417.uat,SZ1,,TestFum90417.QA90417,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1029,bulktestinguser1029@gmail.com,EN,firm_client_accounts,TestFum50123.QA50123.uat,SZ1,,TestFum50123.QA50123,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1034,bulktestinguser1034@gmail.com,EN,firm_client_accounts,TestFum35821.QA35821.uat,SZ1,,TestFum35821.QA35821,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1039,bulktestinguser1039@gmail.com,EN,firm_client_accounts,TestFum17922.QA17922.uat,SZ1,,TestFum17922.QA17922,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1044,bulktestinguser1044@gmail.com,EN,firm_client_accounts,TestFum90238.QA90238.uat,SZ1,,TestFum90238.QA90238,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Bulk,TestingUser1049,bulktestinguser1049@gmail.com,EN,firm_client_accounts,TestFum57206.QA57206.uat,SZ1,,TestFum57206.QA57206,,ManageFirmAndUser_V1.17,FALSE,NTAA-NTAA,"orders_module,paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,Candi,align,candi.align@align.ca,FR,firm_client_accounts,candi.align,,ProxyG,test.align0317,,AdminAllButNotTrade_V1.17,FALSE,"NTAA-NTAB, NTDD-NTDD, NTDD-NTDF, NTFF-NTFF, NTFG-NTFG, NTFK-NTFK","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,disabledR2,aligned,advisorr2@nbc.ca,EN,firm_client_accounts,disabledr2.aligned,,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,fn4,ln4,harsha.adusumilli@nbc.ca,EN,firm_client_accounts,fn4.ln4.uat,adha0001,ProxyH,,,ManageAll_V1.17,TRUE,NTAA-NT99,"statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
ALIGN,test,aligned,abc@abc.com,EN,firm_client_accounts,test.aligned1,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,test,aligned2,xyz@nbc.ca,EN,firm_client_accounts,test.aligned2,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,test,aligned22,test22@nbc.ca,EN,firm_client_accounts,test.aligned22,1234,ProxyH,test.aug27,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,test,aligned9,nbc1@nbc.ca,EN,firm_client_accounts,test.aligned9,1234,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,test,aligneduat,nbc@nbc.ca,EN,firm_client_accounts,test.aligneduat,123,ProxyH,test.align,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,test,r2uat,test45@nbc.ca,EN,firm_client_accounts,test.r2uat,1234,ProxyX,,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
ALIGN,test1,r2uat,test123454@nbc.ca,EN,firm_client_accounts,test1.r2uat,12345,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,NTAA-NT99,"paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
